"scenario","region","subRegion","param","classLabel1","class1","classLabel2","class2","xLabel","x","vintage","units","value"
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","C2F6","sector","industry","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",0.0622380996
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CF4","sector","industry","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",1.081335762
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","agricultural energy use","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",0.026141352524
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","alumina","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",0.19628178394804
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","building","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",21.911585192
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","chemical energy use","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",0.0686488572
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","construction energy use","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",0.003525774
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","crops","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",230.51578953222
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","electricity","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",5.7850015692
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","Fruits","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",0.04661792893212
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","hydrogen","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",0.00222452832
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","industry","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",4.45707643108
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","iron and steel","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",1.446744752124
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","Legumes","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",0.0494385821104
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","livestock","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",648.0259933224
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","mining energy use","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",0.00293314756
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","NutsSeeds","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",0.025743542846168
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","refining","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",0.08500765952
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","Soybean","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",0.02159863869814
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","transport","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",3.913628492508
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","urban processes","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",273.26796
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","Vegetables","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",0.039160525978
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","HFCs","sector","building","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",125.7889009905
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","HFCs","sector","industry","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",0.627816392892
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","HFCs","sector","urban processes","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",13.229456985333
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","agricultural energy use","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",0.0545032596965
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","alumina","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",0.208191332268835
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","biomass","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",0.22647735768395
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","building","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",3.788057499
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","chemical energy use","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",0.0681251241
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","construction energy use","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",0.005675410925
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","crops","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",110.54640599872
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","electricity","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",26.2131418195
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","Fruits","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",8.21382521094614
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","industry","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",15.107181782736
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","iron and steel","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",1.42872847353
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","Legumes","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",29.4517946358034
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","livestock","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",93.063613537945
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","mining energy use","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",0.0103616749
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","NutsSeeds","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",5.97464604632567
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","refining","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",0.058668316239
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","Soybean","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",7.23380262127108
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","transport","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",3.77033438698
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","urban processes","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",17.8644715
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","Vegetables","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",10.7299580619343
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","SF6","sector","electricity","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",17.9379025
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","SF6","sector","industry","Year",2040,"Vint_2040","GHG emissions (MTCO2eq)",0.00438804455
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","C2F6","sector","industry","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.0522236796
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CF4","sector","industry","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.883342083
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","agricultural energy use","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.01026697364
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","alumina","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.23087226548596
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","building","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",17.443017704
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","chemical energy use","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.0635663392
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","construction energy use","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.00321333208
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","crops","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",228.715860098526
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","electricity","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",7.8367105208
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","Fruits","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.0436398151938
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","hydrogen","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.00957578636
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","industry","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",4.579302182952
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","iron and steel","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.92487209948
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","Legumes","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.0464683620156
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","livestock","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",691.8562915264
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","mining energy use","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.00240897048
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","NutsSeeds","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.022968872899532
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","refining","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.1319840312
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","Soybean","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.019311586146692
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","transport","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",3.916650187996
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","urban processes","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",246.900024
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","Vegetables","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.0368815154064
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","HFCs","sector","building","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",83.0603245428
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","HFCs","sector","industry","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.6886735324335
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","HFCs","sector","urban processes","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",11.7034791028605
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","agricultural energy use","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.0211246071555
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","alumina","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.2457793168265
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","biomass","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.3497355148046
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","building","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",2.9561741365
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","chemical energy use","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.06308134995
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","construction energy use","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.00517247352
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","crops","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",112.703112058869
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","electricity","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",24.6853609893
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","Fruits","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",8.97802832203828
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","industry","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",8.18749043681665
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","iron and steel","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.91499198304
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","Legumes","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",32.3257638965009
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","livestock","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",99.35817623385
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","mining energy use","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.0085099662
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","NutsSeeds","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",6.22447557856778
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","refining","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.093844202225
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","Soybean","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",7.55249634416176
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","transport","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",3.98256601447
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","urban processes","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",17.354108
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","Vegetables","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",11.8000445522212
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","SF6","sector","electricity","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",16.5705315
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","SF6","sector","industry","Year",2045,"Vint_2045","GHG emissions (MTCO2eq)",0.00360521255
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","C2F6","sector","industry","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",0.061350588
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CF4","sector","industry","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",1.039519689
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","agricultural energy use","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",0.00238375088
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","alumina","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",0.250994893990008
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","building","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",12.536221404
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","chemical energy use","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",0.05631964464
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","construction energy use","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",0.00295303456
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","crops","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",234.37980661226
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","electricity","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",6.6641534344
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","Fruits","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",0.04033077800668
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","hydrogen","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",0.01267759024
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","industry","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",4.57852365012
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","iron and steel","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",0.55400212084
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","Legumes","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",0.0433433431228
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","livestock","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",736.563808876
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","mining energy use","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",0.00192247832
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","NutsSeeds","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",0.020544473248852
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","refining","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",0.19392224684
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","Soybean","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",0.017624487662768
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","transport","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",4.034954451976
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","urban processes","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",246.55064
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","Vegetables","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",0.03424051981448
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","HFCs","sector","building","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",88.8623502435
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","HFCs","sector","industry","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",0.8088138054045
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","HFCs","sector","urban processes","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",11.855873437569
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","agricultural energy use","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",0.00460182994
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","alumina","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",0.26836015205673
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","biomass","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",0.48809488875345
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","building","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",2.14561066795
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","chemical energy use","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",0.05588995697
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","construction energy use","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",0.00475346983
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","crops","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",116.656369899201
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","electricity","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",18.8311449501
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","Fruits","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",9.61683668668991
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","industry","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",8.7624774719554
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","iron and steel","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",0.54960771994
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","Legumes","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",34.9497876708252
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","livestock","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",105.77853290574
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","mining energy use","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",0.00679136965
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","NutsSeeds","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",6.45307393371623
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","refining","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",0.13966497248
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","Soybean","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",7.98930460398507
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","transport","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",4.31645260017
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","urban processes","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",17.5398465
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","N2O","sector","Vegetables","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",12.6978430715565
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","SF6","sector","electricity","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",19.510076
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","SF6","sector","industry","Year",2050,"Vint_2050","GHG emissions (MTCO2eq)",0.0042410168
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","C2F6","sector","industry","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",0.068621865
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CF4","sector","industry","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",1.16398932
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","agricultural energy use","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",0.00019190444
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","alumina","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",0.25718683435704
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","building","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",8.412084436
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","chemical energy use","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",0.043938090812
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","construction energy use","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",0.00260842036
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","crops","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",237.528227679477
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","electricity","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",3.31578829316
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","Fruits","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",0.0407017157218
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","hydrogen","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",0.01895898564
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","industry","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",4.2280345070236
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","iron and steel","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",0.31760196188
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","Legumes","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",0.0433965185136
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","livestock","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",767.2703027024
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","mining energy use","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",0.00153725544
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","NutsSeeds","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",0.02014888031436
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","refining","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",0.228780666576
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","Soybean","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",0.017246078748304
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","transport","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",4.07446358018
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","urban processes","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",240.191616
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","CH4","sector","Vegetables","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",0.03468218647768
"Policycosts_1","India","India","emissGHGByGasNoBioGWPAR5","ghg","HFCs","sector","building","Year",2055,"Vint_2055","GHG emissions (MTCO2eq)",76.813049952
